ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/12/2025;COBERTURA;IMPORTE AFILIADO;AHORRO TOTAL;RANGO DE COBERTURA
44565;quetiapina;BIATRIX 300;300 mg comp.rec.ran.x 30;Baliarda;$ 118.133,88;50%;$ 59.066,94;$ 59.066,94;MEDIA
45224;quetiapina;BIATRIX XR 300;300mg comp.lib.prol.x 30;Baliarda;$ 133.400,01;50%;$ 66.700,01;$ 66.700,00;MEDIA
45225;quetiapina;BIATRIX XR 400;400mg comp.lib.prol.x 30;Baliarda;$ 204.991,66;50%;$ 102.495,83;$ 102.495,83;MEDIA
45222;quetiapina;BIATRIX XR 50;50 mg comp.lib.prol.x 30;Baliarda;$ 93.425,66;50%;$ 46.712,83;$ 46.712,83;MEDIA
53511;rasagilina;RAGIPAR;1 mg comp.ran.x 30;Baliarda;$ 26.034,86;50%;$ 13.017,43;$ 13.017,43;MEDIA
34561;risedronato;RIDRON;35 mg comp.rec.x 4;Baliarda;$ 11.609,96;50%;$ 5.804,98;$ 5.804,98;MEDIA
34469;risperidona;RIATUL 0.25;0.25 mg comp.rec.x 20;Baliarda;$ 2.743,86;50%;$ 1.371,93;$ 1.371,93;MEDIA
33527;risperidona;RIATUL 0.5;0.5 mg comp.rec.ran.x 20;Baliarda;$ 6.816,40;50%;$ 3.408,20;$ 3.408,20;MEDIA
53995;risperidona;RIATUL 0.5;0.5 mg comp.rec.ran.x 60;Baliarda;$ 18.730,61;50%;$ 9.365,31;$ 9.365,30;MEDIA
33528;risperidona;RIATUL 1;1 mg comp.rec.ran.x 20;Baliarda;$ 11.092,32;50%;$ 5.546,16;$ 5.546,16;MEDIA
35440;risperidona;RIATUL 1;1 mg comp.rec.ran.x 60;Baliarda;$ 25.454,21;50%;$ 12.727,11;$ 12.727,10;MEDIA
45963;risperidona;RIATUL 1;1 mg/ml sol.oral x 30 ml;Baliarda;$ 25.680,38;50%;$ 12.840,19;$ 12.840,19;MEDIA
33530;risperidona;RIATUL 2;2 mg comp.rec.ran.x 20;Baliarda;$ 22.730,45;50%;$ 11.365,23;$ 11.365,22;MEDIA
35441;risperidona;RIATUL 2;2 mg comp.rec.ran.x 60;Baliarda;$ 66.961,95;50%;$ 33.480,98;$ 33.480,97;MEDIA
34553;risperidona;RIATUL 3;3 mg comp.rec.ran.x 20;Baliarda;$ 21.356,56;50%;$ 10.678,28;$ 10.678,28;MEDIA
58009;rivaroxab�n;RIXATYL;10 mg comp.rec.x 15;Baliarda;$ 71.285,80;50%;$ 35.642,90;$ 35.642,90;MEDIA
60121;rivaroxab�n;RIXATYL;10 mg comp.rec.x 30;Baliarda;$ 92.882,58;50%;$ 46.441,29;$ 46.441,29;MEDIA
58010;rivaroxab�n;RIXATYL;15 mg comp.rec.x 30;Baliarda;$ 94.805,52;50%;$ 47.402,76;$ 47.402,76;MEDIA
58012;rivaroxab�n;RIXATYL;2.5 mg comp.rec.x 60;Baliarda;$ 105.810,55;50%;$ 52.905,28;$ 52.905,27;MEDIA
58011;rivaroxab�n;RIXATYL;20 mg comp.rec.x 30;Baliarda;$ 99.052,44;50%;$ 49.526,22;$ 49.526,22;MEDIA
43881;rosuvastatina;REOVEX 10;10 mg comp.rec.ran.x 30;Baliarda;$ 21.538,44;50%;$ 10.769,22;$ 10.769,22;MEDIA
59494;rosuvastatina;REOVEX 10;10 mg comp.rec.ran.x 60;Baliarda;$ 42.271,44;50%;$ 21.135,72;$ 21.135,72;MEDIA
43882;rosuvastatina;REOVEX 20;20 mg comp.rec.ran.x 30;Baliarda;$ 38.238,67;50%;$ 19.119,34;$ 19.119,33;MEDIA
59495;rosuvastatina;REOVEX 20;20 mg comp.rec.ran.x 60;Baliarda;$ 73.586,02;50%;$ 36.793,01;$ 36.793,01;MEDIA
54224;rosuvastatina;REOVEX 40;40 mg comp.rec.ran.x 30;Baliarda;$ 65.031,40;50%;$ 32.515,70;$ 32.515,70;MEDIA
43880;rosuvastatina;REOVEX 5;5 mg comp.rec.ran.x 30;Baliarda;$ 14.059,15;50%;$ 7.029,58;$ 7.029,57;MEDIA
59493;rosuvastatina;REOVEX 5;5 mg comp.rec.ran.x 60;Baliarda;$ 26.799,46;50%;$ 13.399,73;$ 13.399,73;MEDIA
59582;rosuvastatina+ezetimibe;REOVEX EZ;10/10 comp.rec.x 30;Baliarda;$ 27.940,11;50%;$ 13.970,06;$ 13.970,05;MEDIA
59583;rosuvastatina+ezetimibe;REOVEX EZ;20/10 comp.rec.x 30;Baliarda;$ 47.844,52;50%;$ 23.922,26;$ 23.922,26;MEDIA
28348;sertralina;INSERTEC 100;100 mg comp.ran.x 30;Baliarda;$ 37.926,40;50%;$ 18.963,20;$ 18.963,20;MEDIA
50083;sertralina;INSERTEC 100;100 mg comp.ran.x 60;Baliarda;$ 67.241,00;50%;$ 33.620,50;$ 33.620,50;MEDIA
34572;sertralina;INSERTEC 25;25 mg comp.ran.x 30;Baliarda;$ 8.847,37;50%;$ 4.423,69;$ 4.423,68;MEDIA
28347;sertralina;INSERTEC 50;50 mg comp.ran.x 30;Baliarda;$ 23.499,75;50%;$ 11.749,88;$ 11.749,87;MEDIA
50082;sertralina;INSERTEC 50;50 mg comp.ran.x 60;Baliarda;$ 40.196,79;50%;$ 20.098,40;$ 20.098,39;MEDIA
60201;sitagliptina;SIAGLIX;100 mg comp.rec.x 30;Baliarda;$ 82.854,75;100%;$ 0,00;$ 82.854,75;ALTA
60199;sitagliptina;SIAGLIX;25 mg comp.rec.x 30;Baliarda;$ 65.576,55;100%;$ 0,00;$ 65.576,55;ALTA
60200;sitagliptina;SIAGLIX;50 mg comp.rec.x 30;Baliarda;$ 77.250,93;100%;$ 0,00;$ 77.250,93;ALTA
60998;sitagliptina+metformina,clorh.;SIAGLIX MET;50/1000 mg comp.rec.x 30;Baliarda;$ 58.411,62;100%;$ 0,00;$ 58.411,62;ALTA
60999;sitagliptina+metformina,clorh.;SIAGLIX MET;50/1000 mg comp.rec.x 60;Baliarda;$ 113.815,30;100%;$ 0,00;$ 113.815,30;ALTA
60995;sitagliptina+metformina,clorh.;SIAGLIX MET;50/500 mg comp. rec.x 30;Baliarda;$ 51.937,25;100%;$ 0,00;$ 51.937,25;ALTA
60996;sitagliptina+metformina,clorh.;SIAGLIX MET;50/850 mg comp. rec.x 30;Baliarda;$ 48.017,51;100%;$ 0,00;$ 48.017,51;ALTA
60997;sitagliptina+metformina,clorh.;SIAGLIX MET;50/850 mg comp. rec.x 60;Baliarda;$ 99.192,74;100%;$ 0,00;$ 99.192,74;ALTA
54544;sodio,divalproato;DIPROVAL;250mg comp.rec.gastr.x60;Baliarda;$ 32.822,18;80%;$ 6.564,44;$ 26.257,74;ALTA
54545;sodio,divalproato;DIPROVAL;500mg comp.rec.gastr.x30;Baliarda;$ 31.048,48;80%;$ 6.209,70;$ 24.838,78;ALTA
54546;sodio,divalproato;DIPROVAL;500mg comp.rec.gastr.x60;Baliarda;$ 59.316,73;80%;$ 11.863,35;$ 47.453,38;ALTA
52491;solifenacina+tamsulosina;URIFEX;6mg/0.4mg comp.lib.c.x30;Baliarda;$ 45.070,20;50%;$ 22.535,10;$ 22.535,10;MEDIA
58122;tadalafilo;DROTAQ;20 mg comp.rec.x 1;Baliarda;$ 9.857,46;50%;$ 4.928,73;$ 4.928,73;MEDIA
58123;tadalafilo;DROTAQ;20 mg comp.rec.x 2;Baliarda;$ 19.516,19;50%;$ 9.758,10;$ 9.758,09;MEDIA
58125;tadalafilo;DROTAQ HP;20 mg comp.rec.x 30;Baliarda;$ 295.726,22;50%;$ 147.863,11;$ 147.863,11;MEDIA
58124;tadalafilo;DROTAQ;20 mg comp.rec.x 4;Baliarda;$ 38.654,35;50%;$ 19.327,18;$ 19.327,17;MEDIA
58121;tadalafilo;DROTAQ;5 mg comp.rec.x 30;Baliarda;$ 86.080,72;50%;$ 43.040,36;$ 43.040,36;MEDIA
42113;tamsulosina;PROSTOKLAR;0.4 mg comp.lib.prol.x30;Baliarda;$ 34.955,95;50%;$ 17.477,98;$ 17.477,97;MEDIA
48949;tamsulosina;PROSTOKLAR;0.4 mg comp.lib.prol.x60;Baliarda;$ 56.196,30;50%;$ 28.098,15;$ 28.098,15;MEDIA
59379;telmisart�n;MISARTAL;40 mg comp.x 30;Baliarda;$ 53.518,36;60%;$ 21.407,34;$ 32.111,02;MEDIA
59380;telmisart�n;MISARTAL;80 mg comp.x 30;Baliarda;$ 77.254,37;60%;$ 30.901,75;$ 46.352,62;MEDIA
18285;terazosina;BLAVIN;10 mg comp.x 30;Baliarda;$ 23.574,21;50%;$ 11.787,11;$ 11.787,10;MEDIA
50080;terazosina;BLAVIN;10 mg comp.x 60;Baliarda;$ 45.956,46;50%;$ 22.978,23;$ 22.978,23;MEDIA
18283;terazosina;BLAVIN;2 mg comp.x 30;Baliarda;$ 14.958,21;50%;$ 7.479,11;$ 7.479,10;MEDIA
50079;terazosina;BLAVIN;2 mg comp.x 60;Baliarda;$ 28.763,26;50%;$ 14.381,63;$ 14.381,63;MEDIA
18284;terazosina;BLAVIN;5 mg comp.x 30;Baliarda;$ 18.929,47;50%;$ 9.464,74;$ 9.464,73;MEDIA
50081;terazosina;BLAVIN;5 mg comp.x 60;Baliarda;$ 35.473,72;50%;$ 17.736,86;$ 17.736,86;MEDIA
58851;tramadol;TRAMAXEDENOL;comp.ran. x 30;Baliarda;$ 20.641,83;50%;$ 10.320,92;$ 10.320,91;MEDIA
33532;trimebutina;EUMOTIL;100 mg comp.x 20;Baliarda;$ 4.932,82;50%;$ 2.466,41;$ 2.466,41;MEDIA
33534;trimebutina;EUMOTIL;200 mg comp.x 20;Baliarda;$ 9.831,10;50%;$ 4.915,55;$ 4.915,55;MEDIA
46010;trimebutina;EUMOTIL;200 mg comp.x 30;Baliarda;$ 13.124,53;50%;$ 6.562,27;$ 6.562,26;MEDIA
33535;trimebutina;EUMOTIL;200 mg comp.x 40;Baliarda;$ 18.978,32;50%;$ 9.489,16;$ 9.489,16;MEDIA
34365;trimebutina;EUMOTIL 300;300 mg comp.lib.prol.x30;Baliarda;$ 16.056,97;50%;$ 8.028,49;$ 8.028,48;MEDIA
36104;trimebutina+bromazepam;EUMOTIL-T;comp.ran.x 20;Baliarda;$ 10.668,71;40%;$ 6.401,23;$ 4.267,48;BAJA
36105;trimebutina+bromazepam;EUMOTIL-T;comp.ran.x 50;Baliarda;$ 24.810,07;40%;$ 14.886,04;$ 9.924,03;BAJA
46132;trimebutina+simeticona;EUMOTIL S;comp.rec.x 30;Baliarda;$ 17.383,19;40%;$ 10.429,91;$ 6.953,28;BAJA
38034;valsart�n;SARVAL;160 mg comp.rec.x 15;Baliarda;$ 16.303,94;60%;$ 6.521,58;$ 9.782,36;MEDIA
38035;valsart�n;SARVAL;160 mg comp.rec.x 30;Baliarda;$ 32.637,88;60%;$ 13.055,15;$ 19.582,73;MEDIA
44573;valsart�n;SARVAL;320 mg comp.rec.x 30;Baliarda;$ 34.895,24;60%;$ 13.958,10;$ 20.937,14;MEDIA
38032;valsart�n;SARVAL;80 mg comp.rec.x 15;Baliarda;$ 12.566,91;60%;$ 5.026,76;$ 7.540,15;MEDIA
38033;valsart�n;SARVAL;80 mg comp.rec.x 30;Baliarda;$ 24.728,57;60%;$ 9.891,43;$ 14.837,14;MEDIA
46137;valsart�n+amlodipina;DISARVAL;160/10 mg comp.rec.x 30;Baliarda;$ 39.815,31;50%;$ 19.907,66;$ 19.907,65;MEDIA
46135;valsart�n+amlodipina;DISARVAL;160/5 mg comp.rec.x 30;Baliarda;$ 38.505,10;50%;$ 19.252,55;$ 19.252,55;MEDIA
50531;valsart�n+amlodipina;DISARVAL;320/10 mg comp.rec.x 30;Baliarda;$ 47.085,70;50%;$ 23.542,85;$ 23.542,85;MEDIA
50530;valsart�n+amlodipina;DISARVAL;320/5 mg comp.rec.x 30;Baliarda;$ 45.549,03;50%;$ 22.774,52;$ 22.774,51;MEDIA
51286;valsart�n+hidrocloroti.+amlodip.;DISARVAL D;160/12.5/10 mg comp.x 30;Baliarda;$ 48.755,42;50%;$ 24.377,71;$ 24.377,71;MEDIA
51285;valsart�n+hidrocloroti.+amlodip.;DISARVAL D;160/12.5/5 mg comp.x 30;Baliarda;$ 48.053,73;50%;$ 24.026,87;$ 24.026,86;MEDIA
54225;valsart�n+hidrocloroti.+amlodip.;DISARVAL D;320/25/10 mg comp.x 30;Baliarda;$ 49.542,24;50%;$ 24.771,12;$ 24.771,12;MEDIA
40260;valsart�n+hidroclorotiazida;SARVAL D 160/12.5;160/12.5 mg comp.rec.x30;Baliarda;$ 27.554,73;50%;$ 13.777,37;$ 13.777,36;MEDIA
50528;valsart�n+hidroclorotiazida;SARVAL D 160/25;160/25 mg comp.rec.x 30;Baliarda;$ 36.797,44;50%;$ 18.398,72;$ 18.398,72;MEDIA
51695;valsart�n+hidroclorotiazida;SARVAL D 320/12.5;320/12.5 mg comp.rec.x30;Baliarda;$ 37.857,08;50%;$ 18.928,54;$ 18.928,54;MEDIA
51696;valsart�n+hidroclorotiazida;SARVAL D 320/25;320/25 mg comp.rec.x30;Baliarda;$ 38.114,68;50%;$ 19.057,34;$ 19.057,34;MEDIA
40259;valsart�n+hidroclorotiazida;SARVAL D 80/12.5;80/12.5 mg comp.rec.x 30;Baliarda;$ 24.715,44;50%;$ 12.357,72;$ 12.357,72;MEDIA
44549;venlafaxina;VENLIFAX XR 150;150 mg c�ps.lib.prol.x28;Baliarda;$ 33.432,90;50%;$ 16.716,45;$ 16.716,45;MEDIA
44547;venlafaxina;VENLIFAX XR 37.5;37.5mg c�ps.lib.prol.x14;Baliarda;$ 12.037,24;50%;$ 6.018,62;$ 6.018,62;MEDIA
44548;venlafaxina;VENLIFAX XR 75;75 mg c�ps.lib.prol.x 28;Baliarda;$ 25.065,49;50%;$ 12.532,75;$ 12.532,74;MEDIA
60119;vildagliptin+metformina;VI-BALIGLUC;50/1000 mg comp.rec.x 30;Baliarda;$ 43.361,84;100%;$ 0,00;$ 43.361,84;ALTA
60120;vildagliptin+metformina;VI-BALIGLUC;50/1000 mg comp.rec.x 60;Baliarda;$ 82.721,29;100%;$ 0,00;$ 82.721,29;ALTA
60115;vildagliptin+metformina;VI-BALIGLUC;50/500 mg comp.rec.x 30;Baliarda;$ 38.158,52;100%;$ 0,00;$ 38.158,52;ALTA
60116;vildagliptin+metformina;VI-BALIGLUC;50/500 mg comp.rec.x 60;Baliarda;$ 72.848,04;100%;$ 0,00;$ 72.848,04;ALTA
60117;vildagliptin+metformina;VI-BALIGLUC;50/850 mg comp.rec.x 30;Baliarda;$ 37.358,02;100%;$ 0,00;$ 37.358,02;ALTA
60118;vildagliptin+metformina;VI-BALIGLUC;50/850 mg comp.rec.x 60;Baliarda;$ 72.047,57;100%;$ 0,00;$ 72.047,57;ALTA
54898;vit.d3;DEVISAL CB;c�ps.bl.x 1;Baliarda;$ 10.546,33;40%;$ 6.327,80;$ 4.218,53;BAJA
54541;vit.d3;DEVISAL CB;c�ps.bl.x 2;Baliarda;$ 16.670,95;40%;$ 10.002,57;$ 6.668,38;BAJA
59870;vit.d3;DEVISAL CB 50000;c�ps.bl.x 2;Baliarda;$ 12.308,81;40%;$ 7.385,29;$ 4.923,52;BAJA
51630;vit.d3;DEVISAL;f.a.bebible x 2 ml;Baliarda;$ 8.827,80;40%;$ 5.296,68;$ 3.531,12;BAJA
36111;zolpidem;DORMILAN;10 mg comp.ran.x 30;Baliarda;$ 12.387,59;50%;$ 6.193,80;$ 6.193,79;MEDIA
41502;acetilsalic�lico,�c.;ASPIRINA PREVENT;comp.cub.enterica x 20;Bayer (PH);$ 3.129,81;60%;$ 1.251,92;$ 1.877,89;MEDIA
44878;acetilsalic�lico,�c.;ASPIRINA PREVENT 325;comp.cub.enterica x 30;Bayer (PH);$ 749,44;60%;$ 299,78;$ 449,66;MEDIA
41503;acetilsalic�lico,�c.;ASPIRINA PREVENT;comp.cub.enterica x 50;Bayer (PH);$ 6.833,35;60%;$ 2.733,34;$ 4.100,01;MEDIA
44879;acetilsalic�lico,�c.;ASPIRINA PREVENT 325;comp.cub.enterica x 60;Bayer (PH);$ 11.309,15;60%;$ 4.523,66;$ 6.785,49;MEDIA
34782;ciprofloxacina;CIPRO XR;1000 mg comp.x 7;Bayer (PH);$ 768,15;60%;$ 307,26;$ 460,89;MEDIA
23768;ciprofloxacina;CIPRO;50 mg/ml susp.x 100 ml;Bayer (PH);$ 60.547,75;60%;$ 24.219,10;$ 36.328,65;MEDIA
30743;estradiol;PROGYNOVA;2 mg comp.x 28;Bayer (PH);$ 12.197,81;50%;$ 6.098,91;$ 6.098,90;MEDIA
16136;estradiol+ciproterona;CLIMENE;grag.x 21;Bayer (PH);$ 443,20;50%;$ 221,60;$ 221,60;MEDIA
8304;estradiol+hidroxiprogesterona;PRIMOSISTON;IM iny.a.x 1 ml;Bayer (PH);$ 9.301,40;50%;$ 4.650,70;$ 4.650,70;MEDIA
14785;estradiol+noretisterona;MESIGYNA;iny.IM a.x 1 ml;Bayer (PH);$ 6.027,58;50%;$ 3.013,79;$ 3.013,79;MEDIA
1211;fenobarbital;LUMINALETAS;comp.x 30;Bayer (PH);$ 8.264,55;80%;$ 1.652,91;$ 6.611,64;ALTA
17477;fenobarbital;LUMINAL;comp.x 60;Bayer (PH);$ 21.662,00;80%;$ 4.332,40;$ 17.329,60;ALTA
8310;hidroxiprogesterona;PROLUTON DEPOT;500 mg IM iny.a.ol.x 2ml;Bayer (PH);$ 13.578,29;50%;$ 6.789,15;$ 6.789,14;MEDIA
2784;isoconazol;MUPATEN VAGINAL;600 mg blist.ov.x 1;Bayer (PH);$ 1.457,98;50%;$ 728,99;$ 728,99;MEDIA
8292;isoconazol;MUPATEN VAGINAL;cr.x 40 g;Bayer (PH);$ 1.264,91;50%;$ 632,46;$ 632,45;MEDIA
8262;levonorgestrel+estradiol;CICLOCUR;blist.grag.x 21;Bayer (PH);$ 13.710,06;50%;$ 6.855,03;$ 6.855,03;MEDIA
23301;levonorgestrel+etinilestradiol;MIRANOVA;grag.x 21;Bayer (PH);$ 4.243,48;50%;$ 2.121,74;$ 2.121,74;MEDIA
25691;moxifloxacina;AVELOX;400 mg comp.rec.x 5;Bayer (PH);$ 2.393,20;80%;$ 478,64;$ 1.914,56;ALTA
26444;moxifloxacina;AVELOX;400 mg comp.rec.x 7;Bayer (PH);$ 35.764,39;80%;$ 7.152,88;$ 28.611,51;ALTA
43812;moxifloxacina;AVELOX I.V.;400 mg sol.p/inf.x 250ml;Bayer (PH);$ 29.224,13;80%;$ 5.844,83;$ 23.379,30;ALTA
23767;nifedipina;ADALAT OROS;20 mg comp.x 30;Bayer (PH);$ 469,85;60%;$ 187,94;$ 281,91;MEDIA
3749;nifedipina;ADALAT OROS;60 mg comp.x 20;Bayer (PH);$ 505,64;60%;$ 202,26;$ 303,38;MEDIA
8483;nimodipina;NIMOTOP;30 mg comp.x 60;Bayer (PH);$ 534,06;50%;$ 267,03;$ 267,03;MEDIA
43411;rivaroxab�n;XARELTO;10 mg comp.x 10;Bayer (PH);$ 110.635,31;50%;$ 55.317,66;$ 55.317,65;MEDIA
47809;rivaroxab�n;XARELTO;15 mg comp.x 14;Bayer (PH);$ 4.919,94;50%;$ 2.459,97;$ 2.459,97;MEDIA
47810;rivaroxab�n;XARELTO;15 mg comp.x 28;Bayer (PH);$ 143.816,33;50%;$ 71.908,17;$ 71.908,16;MEDIA
51025;rivaroxab�n;XARELTO;2.5 mg x 56 comp.;Bayer (PH);$ 141.649,59;50%;$ 70.824,80;$ 70.824,79;MEDIA
47811;rivaroxab�n;XARELTO;20 mg comp.x 14;Bayer (PH);$ 11.795,75;50%;$ 5.897,88;$ 5.897,87;MEDIA
47812;rivaroxab�n;XARELTO;20 mg comp.x 28;Bayer (PH);$ 151.140,24;50%;$ 75.570,12;$ 75.570,12;MEDIA
8316;testosterona;TESTOVIRON DEPOT;250 mg IM iny.a.ol.x 1ml;Bayer (PH);$ 22.161,88;50%;$ 11.080,94;$ 11.080,94;MEDIA
42098;vardenafil;LEVITRA;20 mg comp.x 2;Bayer (PH);$ 467,98;50%;$ 233,99;$ 233,99;MEDIA
42099;vardenafil;LEVITRA;20 mg comp.x 4;Bayer (PH);$ 869,68;50%;$ 434,84;$ 434,84;MEDIA
10148;difluocortolona+asoc.;SCHERIDERM;cr.x 20 g;Bayer Consumer;$ 5.541,26;50%;$ 2.770,63;$ 2.770,63;MEDIA
34037;ibuprofeno;ACTRON 600 RAPIDA ACCION;c�ps.gelat.blanda x 10;Bayer Consumer;$ 8.661,00;40%;$ 5.196,60;$ 3.464,40;BAJA
41637;ibuprofeno;ACTRON 600 RAPIDA ACCION;c�ps.gelatina blanda x20;Bayer Consumer;$ 15.205,00;40%;$ 9.123,00;$ 6.082,00;BAJA
46707;ibuprofeno;ACTRON PEDIATRICO 4%;susp.oral x 100 ml;Bayer Consumer;$ 12.443,00;40%;$ 7.465,80;$ 4.977,20;BAJA
8289;isoconazol;MUPATEN;cr.x 20 g;Bayer Consumer;$ 2.994,14;50%;$ 1.497,07;$ 1.497,07;MEDIA
15702;paracetamol+clorfeniramina+asoc.;TABCIN COMPUESTO;c�ps.x 12;Bayer Consumer;$ 4.908,00;40%;$ 2.944,80;$ 1.963,20;BAJA
15703;paracetamol+clorfeniramina+asoc.;TABCIN COMPUESTO;c�ps.x 20;Bayer Consumer;$ 7.992,00;40%;$ 4.795,20;$ 3.196,80;BAJA
33968;tiras reactivas;ASCENSIA ENTRUST;sensores x 50;Bayer Consumer;$ 568,31;100%;$ 0,00;$ 568,31;ALTA
26701;vit.+minerales;BEROCCA PLUS;comp.eferv.x 10;Bayer Consumer;$ 13.667,99;40%;$ 8.200,79;$ 5.467,20;BAJA
8102;vit.+minerales;CAL C VITA;comp.eferv.x 30;Bayer Consumer;$ 24.472,99;40%;$ 14.683,79;$ 9.789,20;BAJA
26702;vit.+minerales;BEROCCA PLUS;comp.eferv.x 30;Bayer Consumer;$ 32.682,99;40%;$ 19.609,79;$ 13.073,20;BAJA
28663;vit.+minerales;CAL C VITA FLUOR;comp.eferv.x 30;Bayer Consumer;$ 11.703,84;40%;$ 7.022,30;$ 4.681,54;BAJA
19439;vit.+minerales;SUPRADYN PRONATAL;comp.laq.x 30;Bayer Consumer;$ 27.935,99;40%;$ 16.761,59;$ 11.174,40;BAJA
26703;vit.+minerales;BEROCCA PLUS;comp.laq.x 30;Bayer Consumer;$ 21.797,99;40%;$ 13.078,79;$ 8.719,20;BAJA
31052;vit.+minerales;SUPRADYN PRONATAL;comp.laq.x 90;Bayer Consumer;$ 71.600,98;40%;$ 42.960,59;$ 28.640,39;BAJA
25911;vit.+minerales;SUPRADYN FORTE;eferv.comp.x10 nar.s/az.;Bayer Consumer;$ 13.138,00;40%;$ 7.882,80;$ 5.255,20;BAJA
25912;vit.+minerales;SUPRADYN FORTE;eferv.comp.x30 nar.s/az.;Bayer Consumer;$ 31.533,99;40%;$ 18.920,39;$ 12.613,60;BAJA
25910;vit.+minerales;SUPRADYN FORTE;grag.x 30;Bayer Consumer;$ 21.052,00;40%;$ 12.631,20;$ 8.420,80;BAJA
53873;vit.+minerales;SUPRADYN FORTE;grag.x 60;Bayer Consumer;$ 38.028,99;40%;$ 22.817,39;$ 15.211,60;BAJA
26109;vit.b,complejo;BECOZYM NF;a.x 6;Bayer Consumer;$ 14.159,00;40%;$ 8.495,40;$ 5.663,60;BAJA
7626;vit.b,complejo;COBENEXOL FUERTE;comp.laq.x 30;Bayer Consumer;$ 28.296,00;40%;$ 16.977,60;$ 11.318,40;BAJA
28894;vit.b,complejo;BECOZYM;grag.x 30;Bayer Consumer;$ 11.073,00;40%;$ 6.643,80;$ 4.429,20;BAJA
7535;vit.c;REDOXON;eferv.2 g comp.x10 Lim�n;Bayer Consumer;$ 11.206,00;40%;$ 6.723,60;$ 4.482,40;BAJA
7922;vit.c;REDOXON;eferv.2 g comp.x30 Lim�n;Bayer Consumer;$ 26.872,99;40%;$ 16.123,79;$ 10.749,20;BAJA
14988;vit.c+vit.e+betacaroteno+asoc.;LAROTABE;c�ps.x 30;Bayer Consumer;$ 23.674,00;40%;$ 14.204,40;$ 9.469,60;BAJA
50368;acetilcarnitina;NEUREX;500 mg comp.x 40;Beta;$ 57.088,01;50%;$ 28.544,01;$ 28.544,00;MEDIA
52064;acetilciste�na;DOSOMUK;600 mg comp.dispers.x 10;Beta;$ 14.116,19;40%;$ 8.469,71;$ 5.646,48;BAJA
52065;acetilciste�na;DOSOMUK;600 mg comp.dispers.x 20;Beta;$ 23.036,06;40%;$ 13.821,64;$ 9.214,42;BAJA
51917;ambroxol+butamirato+clorfeniram.;MUCO DOSODOS;jbe.x 150 ml;Beta;$ 32.299,92;50%;$ 16.149,96;$ 16.149,96;MEDIA
36861;aripiprazol;SIBLIX;10 mg comp.x 30;Beta;$ 27.238,22;50%;$ 13.619,11;$ 13.619,11;MEDIA
36863;aripiprazol;SIBLIX;15 mg comp.x 30;Beta;$ 39.738,04;50%;$ 19.869,02;$ 19.869,02;MEDIA
56901;aripiprazol;SIBLIX;5 mg comp.x 30;Beta;$ 21.407,93;50%;$ 10.703,97;$ 10.703,96;MEDIA
24436;atorvastat�n;ATEROCLAR;10 mg comp.rec.x 30;Beta;$ 32.495,41;80%;$ 6.499,08;$ 25.996,33;ALTA
40643;atorvastat�n;ATEROCLAR;10 mg comp.rec.x 60;Beta;$ 1.738,38;80%;$ 347,68;$ 1.390,70;ALTA
24438;atorvastat�n;ATEROCLAR;20 mg comp.rec.x 30;Beta;$ 48.702,30;80%;$ 9.740,46;$ 38.961,84;ALTA
28943;atorvastat�n;ATEROCLAR;40 mg comp.rec.x 30;Beta;$ 58.701,92;80%;$ 11.740,38;$ 46.961,54;ALTA
36604;atorvastat�n+ezetimibe;ATEROCLAR DUO;10/10 mg bl�st.x 30+30;Beta;$ 2.687,54;50%;$ 1.343,77;$ 1.343,77;MEDIA
42267;atorvastat�n+ezetimibe;ATEROCLAR COMBI;10/10 mg comp.x 30;Beta;$ 33.800,20;50%;$ 16.900,10;$ 16.900,10;MEDIA
36605;atorvastat�n+ezetimibe;ATEROCLAR DUO;20/10 mg bl�st.x 30+30;Beta;$ 3.223,77;50%;$ 1.611,89;$ 1.611,88;MEDIA
42268;atorvastat�n+ezetimibe;ATEROCLAR COMBI;20/10 mg comp.x 30;Beta;$ 43.649,30;50%;$ 21.824,65;$ 21.824,65;MEDIA
17583;azitromicina;TRIAMID;500 mg comp.rec.x 3;Beta;$ 12.772,36;60%;$ 5.108,94;$ 7.663,42;MEDIA
22117;azitromicina;TRIAMID;500 mg comp.rec.x 5;Beta;$ 16.397,46;60%;$ 6.558,98;$ 9.838,48;MEDIA
52660;azitromicina;TRIAMID;500 mg comp.rec.x 6;Beta;$ 19.512,13;60%;$ 7.804,85;$ 11.707,28;MEDIA
1350;butamirato,citrato;DOSODOS;gts.x 15 ml;Beta;$ 9.842,74;50%;$ 4.921,37;$ 4.921,37;MEDIA
51916;butamirato,citrato;DOSODOS;jbe.x 150 ml;Beta;$ 24.929,53;50%;$ 12.464,77;$ 12.464,76;MEDIA
26682;cabergolina;LACTAMAX;0.5 mg comp.x 2;Beta;$ 16.012,78;80%;$ 3.202,56;$ 12.810,22;ALTA
26683;cabergolina;LACTAMAX;0.5 mg comp.x 8;Beta;$ 50.675,91;80%;$ 10.135,18;$ 40.540,73;ALTA
28928;calcio,carbonato+vit.d3;TAXUS 400;400 mg comp.mast.x 30;Beta;$ 8.976,02;40%;$ 5.385,61;$ 3.590,41;BAJA
